contig_id	start	end	element_id	score	strand	upstreamType	downstreamType	int_profile_id	profile_ids	secondary	complex	set
B245a_518O7_c	129775	137768	eB245a_518O7_00309	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
B245a_519A13_213	0	2661	eB245a_519A13_01243	6	-	None	None	YR_IRVE-M	xis_IRVE-1,YR_IRVE-M	FALSE	FALSE	Tycheposon
B245a_519L21_c	35743	42174	eB245a_519L21_00026	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
B245a_521M10_c	1334191	1340400	eB245a_521M10_01222	6	+	None	None	YR_SM-SXT	YR_SM-SXT,xis_IRVE-2	FALSE	FALSE	cryptic
MIT1205_c	46638	57118	eMIT1205_01383	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
MIT1223_1	489142	498135	eMIT1223_00790	6	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2	FALSE	FALSE	cryptic
MIT1323_12	4595	11029	eMIT1323_00036	6	-	None	None	YR_IRVE-4	SSR_IRVE-1,YR_IRVE-4	FALSE	FALSE	cryptic
MIT9211_1	1366142	1372654	eMIT9211_01571	6	+	None	None	YR_IRVE-5	YR_IRVE-5,hel_IRVE-DnaB	FALSE	FALSE	cryptic
MIT9303_1	2520795	2546697	eMIT9303_02623	6	+	None	None	YR_IRVE-4	YR_IRVE-4,SSR_IRVE-1	FALSE	TRUE	cryptic
MIT9314_c	652118	659626	eMIT9314_00445	6	-	None	None	YR_IRVE-7	YR_IRVE-7,lig_IRVE-NAD	FALSE	FALSE	cryptic
W02_c	35965	42441	eW02_00814	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
W04_c	1515583	1522762	eW04_00064	6	+	None	None	YR_IRVE-6	YR_IRVE-6,SSR_IRVE-2	FALSE	FALSE	cryptic
AG-402-I22_c	41607	52935	eAG-402-I22_01029	5	-	None	None	YR_IRVE-4	YR_IRVE-4,YR_IRVE-4	FALSE	TRUE	cryptic
AG-409-E23_c	1391294	1407563	eAG-409-E23_00004	5	+	None	None	YR_IRVE-5	YR_IRVE-5,YR_IRVE-5	FALSE	TRUE	cryptic
AG-432-B15_c	73539	96600	eAG-432-B15_00700	5	+	None	None	YR_IRVE-4	YR_IRVE-4,YR_IRVE-5	FALSE	FALSE	cryptic
MIT1418_c	328498	336172	eMIT1418_02219	5	+	None	None	YR_IRVE-9	YR_IRVE-9,YR_IRVE-9	FALSE	FALSE	cryptic
PAC1_c	1083019	1088220	ePAC1_00084	5	-	None	None	LSR_IRVE	reg_IRVE,LSR_IRVE,LSR_IRVE,LSR_IRVE,LSR_IRVE,LSR_IRVE	FALSE	FALSE	Tycheposon
AG-311-M23_c	382463	388863	eAG-311-M23_00689	4.6	+	None	None	YR_IRVE-2	xis_IRVE-2,YR_IRVE-2,YR_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
AG-315-D17_c	1148517	1156045	eAG-315-D17_00794	4.4	+	None	None	YR_IRVE-P	YR_IRVE-P,YR_IRVE-P,xis_IRVE-1	FALSE	FALSE	Tycheposon
AG-363-P06_c	995917	1001148	eAG-363-P06_01292	4.4	+	None	None	LSR_IRVE	LSR_IRVE,LSR_IRVE,end_IRVE-TraY	FALSE	FALSE	Tycheposon
AG-388-E21_c	1497320	1503970	eAG-388-E21_01156	4.4	+	None	None	YR_IRVE-7	hel_PF-Rad51,YR_IRVE-7,YR_IRVE-7	FALSE	FALSE	cryptic
AG-402-K14_c	455403	464500	eAG-402-K14_01490	4.4	-	None	None	YR_IRVE-4	SSR_IRVE-1,YR_IRVE-4,YR_IRVE-4	FALSE	FALSE	cryptic
AG-459-J20_c	120195	125639	eAG-459-J20_00311	4.4	-	None	None	YR_IRVE-2	SSR_IRVE-1,YR_IRVE-2,YR_IRVE-2	FALSE	FALSE	cryptic
W07_c	446831	460124	eW07_00755	4.4	+	None	None	LSR_IRVE	LSR_IRVE,LSR_IRVE,lig_IRVE-NAD	FALSE	FALSE	Tycheposon
AG-355-N18_c	1377270	1382753	eAG-355-N18_00708	3.2	+	None	None	YR_IRVE-5	YR_IRVE-5,YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-L19_c	1488424	1494063	eAG-363-L19_00207	3.2	-	None	None	YR_IRVE-5	YR_IRVE-5,YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-I05_c	490810	496119	eAG-402-I05_00129	3.2	-	None	None	LSR_IRVE	LSR_IRVE,LSR_IRVE	FALSE	FALSE	Tycheposon
AG-432-D09_56	610	3600	eAG-432-D09_00939	3.2	+	None	None	YR_IRVE-9	YR_IRVE-9,YR_IRVE-9	FALSE	FALSE	cryptic
AG-679-N20_c	36227	42259	eAG-679-N20_01247	3.2	-	None	None	YR_IRVE-4	YR_IRVE-4,YR_IRVE-4	FALSE	TRUE	cryptic
150NLHA_c	268913	275137	e150NLHA_01570	3	+	None	None	YR_IRVE-9	YR_IRVE-9	FALSE	FALSE	cryptic
150NLHA_c	1075286	1081768	e150NLHA_01305	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
150NLHA_c	1274379	1280942	e150NLHA_00632	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
150NLHA_c	2316115	2322549	e150NLHA_02200	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
150SLHA_c	275004	281228	e150SLHA_01272	3	+	None	None	YR_IRVE-9	YR_IRVE-9	FALSE	FALSE	cryptic
150SLHA_c	1056181	1062615	e150SLHA_00634	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
150SLHA_c	1100212	1106694	e150SLHA_00047	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
150SLHA_c	1298318	1304881	e150SLHA_00288	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
150SLHB_c	245835	252059	e150SLHB_00627	3	+	None	None	YR_IRVE-9	YR_IRVE-9	FALSE	FALSE	cryptic
150SLHB_c	1103794	1110276	e150SLHB_00125	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
150SLHB_c	1280664	1287227	e150SLHB_01065	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-311-D23_33	0	3241	eAG-311-D23_01552	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-311-D23_42	0	1228	eAG-311-D23_01627	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-311-J05_c	120469	125697	eAG-311-J05_00549	3	-	None	None	YR_IRVE-2	YR_IRVE-2	FALSE	FALSE	cryptic
AG-315-C08_c	996208	1002495	eAG-315-C08_00306	3	-	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-C22_49	1424	3289	eAG-315-C22_00784	3	+	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-C22_c	1646843	1653421	eAG-315-C22_00769	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-315-D17_c	1064789	1071091	eAG-315-D17_00707	3	+	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-I14_c	1396112	1402447	eAG-315-I14_00754	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-315-M16_c	1065776	1072060	eAG-315-M16_00515	3	+	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-315-N18_c	1469038	1475388	eAG-315-N18_00081	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-315-O03_c	1652682	1659236	eAG-315-O03_00526	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-321-E21_c	34214	40687	eAG-321-E21_01045	3	+	None	None	YR_IRVE-6	YR_IRVE-6	FALSE	FALSE	cryptic
AG-321-E21_c	1347578	1353118	eAG-321-E21_01375	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-331-A01_c	80262	86174	eAG-331-A01_00298	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-331-C07_c	1590922	1596429	eAG-331-C07_00726	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-335-N20_c	1336175	1341772	eAG-335-N20_00103	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-341-E15_c	81630	87602	eAG-341-E15_00735	3	+	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-347-I21_c	44475	50954	eAG-347-I21_00084	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-355-J09_29	0	4472	eAG-355-J09_01796	3	-	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-355-K15_c	49771	56352	eAG-355-K15_01558	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-355-L22_c	1361029	1367616	eAG-355-L22_01205	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-355-O19_c	120758	127048	eAG-355-O19_00268	3	-	None	None	YR_IRVE-2	YR_IRVE-2	FALSE	FALSE	cryptic
AG-363-A06_c	2282794	2289117	eAG-363-A06_00002	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-363-A15_28	9	4744	eAG-363-A15_01026	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-A15_c	1245321	1250999	eAG-363-A15_00868	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-C20_c	726874	733152	eAG-363-C20_00488	3	-	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-363-G03_43	0	3518	eAG-363-G03_01412	3	-	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-363-G23_32	0	2697	eAG-363-G23_00728	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-I04_c	1662081	1668698	eAG-363-I04_00569	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-M20_c	1545628	1552209	eAG-363-M20_00286	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-N16_c	1353161	1359715	eAG-363-N16_01118	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-O16_c	1242776	1249363	eAG-363-O16_00746	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-363-P01_20	1966	5193	eAG-363-P01_01308	3	+	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-363-P19_c	343946	349867	eAG-363-P19_00471	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-388-A04_c	1338645	1344197	eAG-388-A04_01216	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-388-B05_c	1337396	1342951	eAG-388-B05_00828	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-388-E21_c	1362719	1369306	eAG-388-E21_01308	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-388-O02_c	76702	83157	eAG-388-O02_01192	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-388-O02_c	1484587	1490964	eAG-388-O02_01020	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-B05_58	0	1708	eAG-402-B05_02020	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-402-B10_c	199992	205508	eAG-402-B10_00637	3	-	None	None	YR_IRVE-2	YR_IRVE-2	FALSE	FALSE	cryptic
AG-402-B10_c	1142967	1148717	eAG-402-B10_01192	3	-	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
AG-402-F05_c	1239972	1246493	eAG-402-F05_00621	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-402-I05_c	413729	420157	eAG-402-I05_00190	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-I05_c	1285642	1292211	eAG-402-I05_01297	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-I05_c	1513332	1519913	eAG-402-I05_00522	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-J18_c	64859	70852	eAG-402-J18_01101	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-402-J18_c	175028	181615	eAG-402-J18_00221	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-K10_c	1412197	1418778	eAG-402-K10_00846	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-K22_c	222869	229168	eAG-402-K22_01619	3	+	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-402-L19_c	77151	83474	eAG-402-L19_01234	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-402-L20_c	464586	471014	eAG-402-L20_01888	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-402-N09_c	81219	87674	eAG-402-N09_01266	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-402-P18_c	465762	472190	eAG-402-P18_00441	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-409-B05_c	1098592	1105209	eAG-409-B05_01845	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-409-B13_31	0	5991	eAG-409-B13_01492	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-409-B13_c	1496076	1502540	eAG-409-B13_00458	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-409-D20_c	335857	342411	eAG-409-D20_00598	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-409-L21_c	1429899	1436453	eAG-409-L21_01106	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-409-M05_c	1730291	1736845	eAG-409-M05_00107	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-412-I05_c	253454	260032	eAG-412-I05_01689	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-412-I05_c	411045	417584	eAG-412-I05_01658	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-412-I05_c	2241348	2247896	eAG-412-I05_01728	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-412-I20_c	280265	286417	eAG-412-I20_01213	3	+	None	None	YR_IRVE-9	YR_IRVE-9	FALSE	FALSE	cryptic
AG-412-I20_c	2123601	2130209	eAG-412-I20_00933	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-412-L10_56	1586	5648	eAG-412-L10_01583	3	+	None	None	YR_IRVE-1	YR_IRVE-1	FALSE	FALSE	cryptic
AG-412-L10_c	270088	276240	eAG-412-L10_00424	3	+	None	None	YR_IRVE-9	YR_IRVE-9	FALSE	FALSE	cryptic
AG-412-P08_52	0	1954	eAG-412-P08_01731	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-418-D13_c	637188	643487	eAG-418-D13_01495	3	-	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-424-P16_c	1355978	1362565	eAG-424-P16_00599	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-432-B15_c	36971	43288	eAG-432-B15_01040	3	+	None	None	YR_IRVE-6	YR_IRVE-6	FALSE	FALSE	cryptic
AG-432-D09_c	257458	263901	eAG-432-D09_00290	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-432-D09_c	1690483	1696806	eAG-432-D09_00150	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-436-A04_c	40787	47293	eAG-436-A04_00314	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-436-J08_59	0	4748	eAG-436-J08_00806	3	-	None	None	YR_IRVE-1	YR_IRVE-1	FALSE	FALSE	cryptic
AG-436-P23_c	1870369	1876521	eAG-436-P23_00238	3	-	None	None	YR_IRVE-9	YR_IRVE-9	FALSE	FALSE	cryptic
AG-436-P23_c	2484663	2491091	eAG-436-P23_01383	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-455-G08_c	68261	74215	eAG-455-G08_00919	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-459-A01_c	1337745	1343315	eAG-459-A01_00877	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-459-A09_c	1337025	1342280	eAG-459-A09_00417	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-459-C18_c	686607	692876	eAG-459-C18_01056	3	+	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-459-O03_c	1338977	1344547	eAG-459-O03_00977	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-459-P07_c	61194	67643	eAG-459-P07_00880	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-459-P16_c	1336699	1342281	eAG-459-P16_00550	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-463-F15_c	444371	450697	eAG-463-F15_01066	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-463-J16_c	2028601	2035122	eAG-463-J16_00295	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-463-L06_25	61	5748	eAG-463-L06_00745	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-463-P23_66	0	3472	eAG-463-P23_00830	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-463-P23_74	0	2362	eAG-463-P23_00850	3	-	None	None	YR_IRVE-1	YR_IRVE-1	FALSE	FALSE	cryptic
AG-463-P23_c	266816	273385	eAG-463-P23_00786	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-469-F15_c	650718	657011	eAG-469-F15_00694	3	-	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-670-J16_c	1338245	1343815	eAG-670-J16_01313	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-670-L08_c	1338188	1343743	eAG-670-L08_01024	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-670-L16_c	1339181	1344721	eAG-670-L16_00472	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-670-L16_c	1361383	1367925	eAG-670-L16_00531	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-670-O07_c	53356	59865	eAG-670-O07_01695	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-670-O07_c	1334189	1339780	eAG-670-O07_00315	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-670-O07_c	1364270	1370857	eAG-670-O07_00846	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-670-O09_c	598259	604819	eAG-670-O09_00440	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-673-K22_c	60840	66833	eAG-673-K22_00863	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-673-L20_c	1339633	1345215	eAG-673-L20_01432	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-673-L23_c	56291	62836	eAG-673-L23_00763	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-673-L23_c	1335232	1340814	eAG-673-L23_00178	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-676-J23_c	651816	657461	eAG-676-J23_00454	3	-	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-676-L21_c	1345589	1351141	eAG-676-L21_01425	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-676-P23_c	1337145	1342730	eAG-676-P23_00942	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-679-I23_37	130	4170	eAG-679-I23_01669	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
AG-679-M10_c	1334913	1340495	eAG-679-M10_00140	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-679-M23_c	1329092	1334662	eAG-679-M23_01466	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-679-N02_c	1338245	1343692	eAG-679-N02_01001	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-679-N20_c	658963	665256	eAG-679-N20_00035	3	-	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
AG-679-P16_c	1333907	1339465	eAG-679-P16_00509	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-683-K15_c	1339350	1345019	eAG-683-K15_00751	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-683-N17_c	1369957	1375512	eAG-683-N17_00577	3	+	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-686-J21_28	334	2812	eAG-686-J21_01803	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-686-J21_c	1341130	1346712	eAG-686-J21_01538	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-686-L16_c	1353134	1359721	eAG-686-L16_00692	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-686-M10_c	1339150	1344732	eAG-686-M10_00406	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-686-O05_c	1335273	1340828	eAG-686-O05_00485	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-686-P08_c	1340487	1346069	eAG-686-P08_00895	3	-	None	None	YR_IRVE-8	YR_IRVE-8	FALSE	FALSE	cryptic
AG-686-P16_62	1151	4086	eAG-686-P16_00915	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
AG-686-P21_c	42734	49243	eAG-686-P21_00247	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
B241_528J14_309	354	4354	eB241_528J14_01183	3	+	None	None	YR_IRVE-7	YR_IRVE-7	FALSE	FALSE	cryptic
B241_528J8_c	60232	66813	eB241_528J8_00052	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
B241_529D18_c	1359911	1366492	eB241_529D18_01372	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
B241_529J15_176	15663	21383	eB241_529J15_01509	3	-	None	None	YR_IRVE-T2	YR_IRVE-T2	FALSE	FALSE	cryptic
B243_498J20_c	1060344	1066184	eB243_498J20_00825	3	-	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
B245a_519A13_c	61880	68464	eB245a_519A13_00067	3	-	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
B245a_519C7_c	1364580	1371173	eB245a_519C7_01201	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
B245a_519L21_106	0	3972	eB245a_519L21_01029	3	-	None	None	YR_IRVE-T1	YR_IRVE-T1	FALSE	FALSE	Tycheposon
B245a_519O11_c	1066220	1072543	eB245a_519O11_01007	3	-	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
JGI_02_N20_c	1088368	1093908	eJGI_02_N20_00193	3	+	None	None	YR_IRVE-P	YR_IRVE-P	FALSE	FALSE	Tycheposon
JGI_02_N20_c	2517559	2524077	eJGI_02_N20_00519	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0701_c	369694	376302	eMIT0701_00174	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0701_c	846312	852398	eMIT0701_00302	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0701_c	947296	953736	eMIT0701_00053	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0701_c	2488798	2495328	eMIT0701_00223	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0702_c	369794	376402	eMIT0702_01371	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0702_c	843739	849825	eMIT0702_00108	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0702_c	944955	951395	eMIT0702_01671	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0702_c	2488481	2495011	eMIT0702_00698	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0703_c	367754	374362	eMIT0703_01923	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0703_c	842830	848916	eMIT0703_00176	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0703_c	943739	950179	eMIT0703_01067	3	+	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0703_c	2488966	2495496	eMIT0703_00142	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0912_1	1332321	1338875	eMIT0912_01593	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0915_1	662184	668792	eMIT0915_00742	3	+	None	None	YR_IRVE-4	YR_IRVE-4	FALSE	FALSE	cryptic
MIT0917_1	456532	462960	eMIT0917_00497	3	-	None	None	YR_IRVE-5	YR_IRVE-5	FALSE	FALSE	cryptic
MIT0918_1	1183562	1189570	eMIT0918_01314	3	-	None	None	YR_IRVE-2	YR_IRVE-2	FALSE	FALSE	cryptic
